order_id,customer_id,amount
2,C4603,7070
3,C1317,1633
1,C2898,5533
2,C4896,3044
3,C2681,2783
1,C0424,1587
2,C1796,7410
3,C2323,6886
1,C4296,8355
2,C4883,3828
3,C0791,3159
1,C0919,6403
2,C3385,42
3,C3226,9376
1,C2817,6711
2,C4715,8605
3,C0513,3060
1,C1888,9365
2,C0743,2613
3,C3690,7983
1,C3020,4104
2,C0660,280
3,C1037,5824
1,C2615,5313
2,C1332,9008
3,C2860,4727
1,C3390,3208
2,C1788,8850
3,C0787,7670
1,C4149,1474
2,C4620,8020
3,C3674,6467
1,C4364,2592
2,C1034,1292
3,C0198,2700
1,C4499,8463
2,C1790,4230
3,C4137,4657
1,C0989,858
2,C0776,2157
3,C2763,3950
1,C3726,7740
2,C4546,2977
3,C0630,3418
1,C2771,2027
2,C2628,3432
3,C1012,5879
1,C2076,2316
2,C1465,8125
3,C2449,785
1,C0268,4209
2,C4457,1446
3,C3439,438
1,C4039,18
2,C4718,2441
3,C0891,4841
1,C3272,8341
2,C4230,9958
3,C4666,6576
1,C0894,4062
2,C3533,5089
3,C3045,4326
1,C1737,4370
2,C4804,1748
3,C4579,7971
1,C0036,2577
2,C1062,440
3,C4564,1284
1,C1521,4548
2,C0970,8434
3,C1254,8812
1,C1652,4598
2,C2813,8210
3,C1509,3194
1,C2766,7452
2,C4605,9901
3,C3190,4428
1,C2719,5780
2,C4100,3264
3,C4583,1527
1,C1487,3642
2,C1517,2281
3,C3436,2865
1,C3977,4751
2,C2639,9710
3,C0816,9355
1,C1028,6356
2,C2126,5691
3,C4645,2703
1,C3736,1579
2,C1029,6723
3,C3351,4843
1,C0074,5986
2,C3072,2080
3,C1337,2290
1,C4320,8861
2,C3554,1854
3,C4649,9401
1,C4719,8778
2,C1502,9978
3,C3706,1897
1,C4365,9312
2,C2861,6850
3,C4031,7084
1,C4849,5424
2,C0816,8120
3,C0025,8057
1,C1052,5295
2,C0070,9718
3,C0194,2947
1,C1575,1142
2,C3311,3888
3,C0084,3080
1,C4476,7996
2,C1562,5825
3,C1643,2396
1,C0049,3916
2,C3634,7858
3,C2375,3671
1,C2099,8680
2,C4524,1023
3,C0739,7725
1,C3147,8498
2,C0636,2950
3,C3499,7756
1,C1780,8753
2,C3325,5086
3,C0121,5319
1,C3491,8798
2,C0654,7132
3,C4961,6326
1,C4787,7072
2,C3421,790
3,C4529,9307
1,C2369,5983
2,C0734,4978
3,C3982,3481
1,C2237,1919
2,C0837,3237
3,C0557,6389
1,C2257,2656
2,C2489,9299
3,C4423,2462
1,C2199,8132
2,C0647,2937
3,C0936,7539
1,C2939,7130
2,C1078,364
3,C2756,3285
1,C1035,7790
2,C3848,6950
3,C1911,9252
1,C4085,4152
2,C1887,6738
3,C1513,945
1,C1004,1420
2,C0791,824
3,C3304,2845
1,C0219,690
2,C0960,7607
3,C1973,1304
1,C1483,9388
2,C1350,4125
3,C2129,948
1,C0541,5489
2,C3822,946
3,C3918,2622
1,C1067,9577
2,C1550,5376
3,C2572,1096
1,C1152,6807
2,C0471,3837
3,C2782,9360
1,C1925,9449
2,C0570,7832
3,C3682,9934
1,C1753,1170
2,C1516,1913
3,C2208,8784
1,C2326,2741
2,C1407,2994
3,C0671,3455
1,C3761,9780
2,C2120,1764
3,C4875,5439
1,C1384,6079
2,C0758,6030
3,C2936,3548
1,C2048,6813
2,C0761,773
3,C4131,9118
1,C0085,159
2,C0010,1828
3,C4557,2953
1,C3324,7181
2,C4036,536
3,C3308,2648
1,C2132,7416
2,C2136,3102
3,C3780,2358
1,C2729,501
2,C1113,5981
3,C4178,4840
1,C4203,9812
2,C2921,6151
3,C4682,1863
1,C1114,6316
2,C0668,6309
3,C4670,525
1,C0964,8980
2,C3808,3624
3,C3309,4533
1,C4032,5360
2,C4017,977
3,C3823,5691
1,C3746,7128
2,C2189,950
3,C4973,4217
1,C0949,2508
2,C1178,4517
3,C4060,7896
1,C3809,2694
2,C3579,804
3,C4437,5613
1,C4588,9002
2,C3810,4892
3,C1766,2115
1,C0431,8785
2,C1811,3060
3,C4812,508
1,C2749,7761
2,C3372,7462
3,C0142,4073
1,C1570,4689
2,C0748,9576
3,C3140,7899
1,C4492,4784
2,C1874,2450
3,C3128,9097
1,C1342,1034
2,C2729,23
3,C0966,8658
1,C3375,3152
2,C3220,3237
3,C1917,959
1,C4158,9944
2,C4533,8904
3,C3095,9900
1,C2177,9650
2,C3507,7317
3,C0213,5056
1,C2209,3410
2,C2178,855
3,C2821,9905
1,C1733,1420
2,C3371,6350
3,C0126,2029
1,C0358,4538
2,C1945,5672
3,C3981,7461
1,C0150,8483
2,C1147,4728
3,C1547,9868
1,C4981,6313
2,C3771,2167
3,C4042,7649
1,C1266,8467
2,C0209,8848
3,C0058,6349
1,C3712,5088
2,C2754,5460
3,C3896,8126
1,C3090,5703
2,C1694,9616
3,C2826,8117
1,C0669,481
2,C0321,8371
3,C1413,3324
1,C0664,9934
2,C2858,9342
3,C1460,2297
1,C3703,8310
2,C2245,1170
3,C4300,6038
1,C2220,8752
2,C0121,2462
3,C4261,1890
1,C0720,2741
2,C0468,430
3,C2628,6560
1,C0087,936
2,C0951,465
3,C3819,2110
1,C2864,8751
2,C4630,5764
3,C4339,4434
1,C3444,6438
2,C3901,4665
3,C3498,6772
1,C0836,1266
2,C0481,278
3,C1855,8283
1,C4577,2973
2,C1848,3209
3,C4647,6301
1,C4271,4997
2,C2617,293
3,C4598,736
1,C3473,1949
2,C2010,5124
3,C1841,9053
1,C0640,9469
2,C3697,9760
3,C1753,8785
1,C2248,5017
2,C2612,3900
3,C0540,1551
1,C2430,8762
2,C3743,589
3,C1251,9065
1,C0601,7413
2,C0766,3535
3,C2327,9823
1,C0874,6055
2,C1306,1191
3,C1878,8029
1,C1747,6493
2,C2135,525
3,C0541,4451
1,C3304,8168
2,C3451,7261
3,C3666,6743
1,C3791,3956
2,C0148,9517
3,C0153,9241
1,C3720,5523
2,C3613,6198
3,C0436,6006
1,C2454,1384
2,C1814,903
3,C2058,6079
1,C1507,8502
2,C4549,8875
3,C2565,4939
1,C0856,3852
2,C4182,6400
3,C4152,6192
1,C4853,9954
2,C4078,2986
3,C1498,4020
1,C3226,6990
2,C2881,5352
3,C4538,5956
1,C0427,9932
2,C3908,6705
3,C0244,5083
1,C0148,2453
2,C1135,7455
3,C2252,7011
1,C3171,3986
2,C4364,7596
3,C3098,1320
1,C1253,1688
2,C1815,7116
3,C4116,5822
1,C4680,3125
2,C4082,8174
3,C1656,1324
1,C1259,998
2,C4004,6663
3,C0417,2991
1,C1665,5356
2,C0457,2453
3,C3351,8656
1,C3489,5311
2,C0857,4399
3,C1448,9146
1,C1836,4574
2,C3311,6525
3,C3977,3798
1,C0975,6741
2,C0886,9936
3,C3571,9660
1,C0814,9208
2,C3791,602
3,C1954,952
1,C2786,5418
2,C2690,6633
3,C0799,4606
1,C1538,3601
2,C2923,668
3,C3550,5429
1,C2726,8497
2,C0857,3121
3,C1781,8550
1,C1177,9903
2,C2785,3288
3,C1888,5060
1,C2473,7382
2,C3479,4140
3,C0689,4792
1,C0856,8887
2,C1569,2899
3,C0342,4034
1,C2705,9819
2,C2682,2006
3,C1435,8975
1,C0435,1795
2,C2818,4539
3,C2670,8083
1,C3226,8630
2,C3243,3802
3,C2317,8258
1,C1180,153
2,C1351,8782
3,C0966,6331
1,C4808,7071
2,C2088,8375
3,C0307,5163
1,C4243,2690
2,C2304,2089
3,C3846,5060
1,C2842,3784
2,C4417,3007
3,C3265,7049
1,C4490,7410
2,C1724,8342
3,C0923,6510
1,C3468,8177
2,C3399,5784
3,C3501,3870
1,C0753,3817
2,C0457,8973
3,C2256,115
1,C2545,6942
2,C3404,7826
3,C0773,8955
1,C0815,5674
2,C2739,6135
3,C4342,9078
1,C0543,4094
2,C4155,9197
3,C2703,2154
1,C2107,4936
2,C0409,2747
3,C4816,2881
1,C2984,5095
2,C1874,6203
3,C1686,8187
1,C3523,4446
2,C4492,2574
3,C1025,9892
1,C4962,1753
2,C4692,879
3,C4271,781
1,C3567,54
2,C3543,2757
3,C3002,2061
1,C1727,4994
2,C0167,6269
3,C2666,5199
1,C2484,1363
2,C1567,8786
3,C4350,3345
1,C4524,6631
2,C4688,9381
3,C2159,2018
1,C0828,9205
2,C2467,1287
3,C3900,328
1,C0626,5376
2,C1359,9251
3,C4775,4594
1,C1042,3646
2,C3212,4672
3,C0317,6035
1,C2472,8952
2,C1584,2412
3,C3309,8620
1,C3702,3588
2,C0829,1791
3,C2878,3022
1,C1822,290
2,C2527,4466
3,C3429,6765
1,C2590,4778
2,C3120,6910
3,C0732,3693
1,C2217,6078
2,C3074,7099
3,C4477,8173
1,C2617,3577
2,C0226,8501
3,C1904,5571
1,C4320,2250
2,C2069,486
3,C3717,4631
1,C2375,222
2,C0891,9168
3,C3675,512
1,C1546,2923
2,C2399,7063
3,C3579,3178
1,C2309,3416
2,C0317,254
3,C1763,6087
1,C2977,4851
2,C3876,3749
3,C3520,8270
1,C1002,1919
2,C4330,6477
3,C2461,8380
1,C2991,3378
2,C4804,8366
3,C2668,3545
1,C2232,8382
2,C0463,8252
3,C4689,4813
1,C2973,1457
2,C3114,4279
3,C2121,6422
1,C4763,1700
2,C1834,3076
3,C4177,1394
1,C4285,1973
2,C4449,8592
3,C1794,9542
1,C2531,8919
2,C2484,3303
3,C4796,7013
1,C2017,2169
2,C3160,8389
3,C4155,2476
1,C2919,5478
2,C4118,4517
3,C1964,3516
1,C2111,7574
2,C2732,9709
3,C3544,2328
1,C1733,1061
2,C0581,7025
3,C3578,5396
1,C0107,6557
2,C0712,9858
3,C1297,4324
1,C3580,4325
2,C2652,6834
3,C0458,7144
1,C2535,7033
2,C2011,2445
3,C1625,877
1,C4493,6391
2,C4770,7869
3,C2025,536
1,C0760,3268
2,C0006,9033
3,C4975,4439
1,C0854,7645
2,C4253,5032
3,C1747,2440
1,C0103,3254
2,C4794,7403
3,C4978,7989
1,C0098,8782
2,C1047,4423
3,C0003,1271
1,C4030,3929
2,C4125,2908
3,C0153,5298
1,C4968,1438
2,C0846,3520
3,C2919,4900
1,C3270,9334
2,C0166,9903
3,C3153,5993
1,C0491,7807
2,C4516,8949
3,C3993,6330
1,C3050,7756
2,C2460,6659
3,C1275,3485
1,C3379,4025
2,C4921,2895
3,C1517,3206
1,C2100,5027
2,C1380,8032
3,C4764,7915
1,C3060,1124
2,C4878,7670
3,C4742,7896
1,C4679,7606
2,C1631,8271
3,C0842,287
1,C4060,5632
2,C2707,763
3,C2995,7137
1,C3311,2255
2,C0585,2482
3,C1717,2842
1,C2299,6360
2,C4830,1147
3,C4940,2407
1,C3336,730
2,C4583,8353
3,C2245,308
1,C0886,3143
2,C1431,6844
3,C0735,8111
1,C3269,6153
2,C4965,6044
3,C3876,4055
1,C3785,3822
2,C2180,8643
3,C4904,4609
1,C4421,1948
2,C1558,7524
3,C1177,3798
1,C0875,7597
2,C2098,4221
3,C4040,7995
1,C3888,1941
2,C2172,2861
3,C2758,3653
1,C0772,6875
2,C4611,9339
3,C4369,6730
1,C1043,5784
2,C4135,4216
3,C0535,8909
1,C0494,2061
2,C0602,3047
3,C0111,6156
1,C4522,7163
2,C2183,2546
3,C0497,1295
1,C1664,9427
2,C4872,3302
3,C3995,3650
1,C3285,7754
2,C0311,931
3,C4819,2173
1,C0710,2862
2,C4579,8327
3,C2025,5935
1,C0109,8413
2,C1501,7288
3,C1294,9550
1,C1915,9721
2,C4037,2849
3,C1543,331
1,C0756,675
2,C0227,7514
3,C1668,8626
1,C1482,6418
2,C2653,16
3,C4918,6269
1,C1125,5918
2,C0279,1408
3,C1107,910
1,C2107,3975
2,C1470,3799
3,C1537,44
1,C2074,7150
2,C0189,5965
3,C3969,145
1,C0588,5278
2,C4107,3383
3,C4793,3309
1,C1727,7306
2,C0744,7630
3,C3552,9234
1,C1072,8745
2,C1416,2177
3,C2612,6026
1,C3554,9000
2,C1995,2898
3,C3878,8232
1,C3808,1851
2,C1490,7901
3,C3165,4821
1,C0867,3996
2,C3173,220
3,C4265,9261
1,C2838,1703
2,C0080,5326
3,C3182,8886
1,C3973,8183
2,C4068,7957
3,C0456,6624
1,C1543,4191
2,C3628,6273
3,C0334,608
1,C4396,7252
2,C3963,9874
3,C3640,1369
1,C2688,3905
2,C1000,9722
3,C1211,6701
1,C2810,7455
2,C4777,6738
3,C3721,6436
1,C2608,5519
2,C4140,5889
3,C2487,7871
1,C2123,6966
2,C4492,228
3,C3592,1710
1,C3206,8077
2,C0687,7615
3,C4272,32
1,C3769,9398
2,C1278,4756
3,C0922,7020
1,C3269,3513
2,C3508,5634
3,C4590,476
1,C4331,8729
2,C0793,7087
3,C2989,7639
1,C0926,9719
2,C3064,3703
3,C4330,1064
1,C2880,4166
2,C4217,8736
3,C1656,6003
1,C4171,7899
2,C3496,6806
3,C4102,2716
1,C1197,4461
2,C0052,4186
3,C1856,3251
1,C0750,4477
2,C1745,150
3,C4974,4028
1,C4915,6351
2,C0686,7162
3,C3693,867
1,C2817,1985
2,C1678,441
3,C0747,9628
1,C3913,4629
2,C0550,4775
3,C3259,296
1,C4415,6096
2,C4670,9606
3,C0505,9690
1,C4997,2343
2,C4096,6474
3,C0127,4074
1,C3435,8999
2,C0306,8988
3,C0532,6856
1,C3746,4176
2,C3967,3857
3,C1192,6475
1,C4052,3217
2,C4116,5678
3,C1708,9471
1,C2552,7223
2,C1780,8661
3,C2168,2993
1,C3608,5183
2,C3635,7265
3,C4438,6256
1,C0173,5021
2,C1507,9143
3,C3790,7760
1,C4414,6037
2,C1016,3660
3,C3328,5766
1,C2661,2787
2,C1237,5431
3,C4580,4133
1,C0480,927
2,C2098,9697
3,C0114,5565
1,C0538,535
2,C0299,6014
3,C1824,3215
1,C1660,7600
2,C3361,6564
3,C1558,6082
1,C2987,6575
2,C3594,4942
3,C2610,4432
1,C4027,626
2,C2135,5730
3,C1945,7742
1,C1573,3936
2,C1395,7185
3,C2434,5631
1,C2778,3819
2,C1858,3699
3,C1396,7429
1,C2834,754
2,C1144,7742
3,C2341,3098
1,C3437,4830
2,C2390,9716
3,C0487,8108
1,C2497,4248
2,C0833,1429
3,C2278,280
1,C1945,2599
2,C4377,1300
3,C0662,5850
1,C4398,231
2,C2847,883
3,C2028,4825
1,C3971,9428
2,C1597,2547
3,C0582,1356
1,C4662,7692
2,C4932,9545
3,C4794,8315
1,C3725,1153
2,C4058,7702
3,C4991,6374
1,C3666,5586
2,C4850,8816
3,C2065,449
1,C3661,5372
2,C2380,149
3,C4291,8160
1,C3278,4025
2,C4253,5809
3,C0006,936
1,C1282,113
2,C0380,183
3,C2764,3644
1,C1983,6474
2,C4090,543
3,C1829,3800
1,C0756,1388
2,C2874,6010
3,C4647,1012
1,C2384,1412
2,C1137,9074
3,C3564,4474
1,C4589,7594
2,C0592,3898
3,C1567,1919
1,C2944,3371
2,C2219,9550
3,C3186,9818
1,C2586,2873
2,C1192,4040
3,C2295,3519
1,C2402,2498
2,C4297,1877
3,C4014,5342
1,C4931,8459
2,C2458,8025
3,C0167,97
1,C4311,7633
2,C2825,5396
3,C3920,8393
1,C1877,968
2,C1656,2475
3,C0963,4737
1,C0761,4484
2,C2937,8522
3,C4733,1563
1,C3070,7414
2,C2955,4006
3,C1368,7288
1,C4067,1833
2,C2874,2767
3,C2282,2319
1,C3772,3445
2,C0269,9634
3,C0271,7199
1,C2632,8486
2,C0496,4649
3,C3176,3272
1,C1778,2239
2,C1146,4196
3,C4590,538
1,C1161,5418
2,C0086,1785
3,C2794,9985
1,C4868,4375
2,C0008,9184
3,C4872,1620
1,C0724,9651
2,C1542,8485
3,C2271,3014
1,C0783,8935
2,C3733,4900
3,C0462,6076
1,C3875,672
2,C1117,3534
3,C2192,7762
1,C3558,6023
2,C1622,4267
3,C3693,456
1,C0281,732
2,C4106,2917
3,C2026,2648
1,C4573,5001
2,C2799,4249
3,C3547,822
1,C0549,4193
2,C0300,4544
3,C3910,6607
1,C2493,6210
2,C3778,2130
3,C4813,3740
1,C3583,7187
2,C2961,7874
3,C3560,7191
1,C3548,9433
2,C0430,3122
3,C3346,9495
1,C2731,8927
2,C1438,9179
3,C3964,174
1,C3397,889
2,C2264,2472
3,C1304,2131
1,C2467,5001
2,C0507,5637
3,C3348,4838
1,C2284,3945
2,C1117,9543
3,C2458,7798
1,C2838,1480
2,C3489,8782
3,C4792,2579
1,C0812,8198
2,C0587,3464
3,C0251,3904
1,C1531,9814
2,C3915,2024
3,C0406,1837
1,C0797,919
2,C2478,3754
3,C0868,6602
1,C0718,3719
2,C4175,4159
3,C1209,4048
1,C3421,1135
2,C0259,1127
3,C1185,8077
1,C1941,7772
2,C3763,5290
3,C4769,538
1,C1596,1239
2,C3821,8510
3,C1331,5302
1,C2583,2765
2,C0892,5363
3,C4032,1296
1,C2173,597
2,C2805,9640
3,C1791,9532
1,C2170,1332
2,C4820,681
3,C1617,7925
1,C1897,9881
2,C1265,8375
3,C3834,4946
1,C4683,7696
2,C0413,7386
3,C4082,5939
1,C1615,9458
2,C2242,3832
3,C2087,4466
1,C3750,6469
2,C2680,1228
3,C0977,3089
1,C3004,7268
2,C1333,9670
3,C3648,1203
1,C3451,7440
2,C4705,727
3,C1402,4059
1,C4820,973
2,C3672,1469
3,C3414,1712
1,C0491,7917
2,C1420,4388
3,C1030,4389
1,C1158,28
2,C2719,985
3,C1784,9751
1,C2401,3216
2,C3792,5093
3,C0234,9590
1,C2118,273
2,C3703,53
3,C4681,3808
1,C4773,9371
2,C0854,8394
3,C0621,5981
1,C0010,8453
2,C2089,4886
3,C2382,4
1,C1245,7535
2,C1616,5514
3,C2781,6653
1,C0764,7650
2,C2256,259
3,C3206,2807
1,C2035,103
2,C4030,5776
3,C4501,1631
1,C0994,4015
2,C0842,2549
3,C4911,8107
1,C0419,2923
2,C0438,5839
3,C1567,9045
1,C1639,3555
2,C2000,968
3,C1909,2476
1,C0639,4186
2,C1086,7679
3,C0170,5203
1,C3723,4973
2,C0620,138
3,C2744,2404
1,C2082,4903
2,C1448,5473
3,C2718,1138
1,C4955,8184
2,C3050,7251
3,C3520,4664
1,C0591,6467
2,C0786,9196
3,C2002,4195
1,C2034,2932
2,C0982,7527
3,C0223,1283
1,C0217,6738
2,C3036,4808
3,C4993,1404
1,C1008,6013
2,C1043,6144
3,C3263,4055
1,C3519,2361
2,C1381,9570
3,C1792,7341
1,C3643,8445
2,C4940,9452
3,C0311,2418
1,C1424,226
2,C0047,5042
3,C2521,5336
1,C4344,2540
2,C4041,911
3,C4044,4732
1,C3922,5562
2,C4940,7424
3,C0154,3228
1,C0759,5195
2,C3282,5616
3,C1142,4980
1,C4333,1999
2,C3439,2936
3,C1175,1362
1,C3990,5324
2,C2581,5282
3,C4015,9066
1,C1226,6507
2,C0875,1300
3,C3821,338
1,C1665,947
2,C1273,1236
3,C4199,5846
1,C0018,8056
2,C3392,9003
3,C0415,5621
1,C1132,2813
2,C4083,8398
3,C3085,1534
1,C2143,9503
2,C0300,4158
3,C1238,9574
1,C3740,2212
2,C3653,8704
3,C0794,982
1,C4622,7034
2,C3074,1771
3,C0738,1385
1,C2509,7889
2,C4221,314
3,C1684,846
1,C4790,5954
2,C3548,7339
3,C3164,223
1,C0888,3852
2,C2302,153
3,C2816,889
1,C4125,5269
2,C3417,4882
3,C3312,3971
1,C1830,8723
2,C2701,5270
3,C0686,4972
1,C0389,7051
2,C2210,4905
3,C1414,3810
1,C1401,6594
2,C0823,6440
3,C2426,267
1,C0858,5719
2,C2704,1710
3,C0895,7615
1,C4534,4725
2,C3274,3518
3,C1665,2483
1,C4379,4771
2,C3519,4538
3,C3548,8394
1,C1469,8499
2,C0989,3928
3,C0261,1338
1,C1951,3979
2,C1766,2676
3,C1246,6289
1,C3083,333
2,C2869,599
3,C4990,1013
1,C3360,7020
2,C2619,9881
3,C1439,8292
1,C4176,801
2,C2324,5029
3,C3937,2285
1,C0156,8074
2,C3396,9171
3,C2570,7092
1,C3435,9246
2,C0877,6277
3,C2293,1291
1,C4143,86
2,C4265,9342
3,C0732,3417
1,C1529,6952
2,C2216,7876
3,C2184,3546
1,C2497,8225
2,C4762,4593
3,C4762,280
1,C4757,5619
2,C0357,3594
3,C1568,3058
1,C1557,6647
2,C1909,6001
3,C1260,8692
1,C0563,9691
2,C3853,6831
3,C2127,2761
1,C0530,4320
2,C2496,1096
3,C4817,2059
1,C1904,900
2,C1102,6973
3,C3627,6229
1,C2612,4170
2,C0616,4340
3,C0052,7138
1,C1173,7432
2,C3307,7787
3,C1995,2685
1,C0153,5638
2,C3155,8483
3,C4540,1083
1,C4311,9496
2,C3774,9348
3,C3338,4653
1,C0648,7342
2,C3614,1791
3,C4861,2295
1,C1717,3269
2,C0388,7852
3,C0534,9074
1,C3142,8280
2,C1857,9813
3,C1177,4512
1,C1590,3983
2,C3694,9430
3,C3840,7846
1,C1600,9697
2,C2077,6917
3,C2165,8947
1,C4554,3860
2,C4029,247
3,C2015,4886
1,C4933,252
2,C0805,5458
3,C1409,6589
1,C2319,9604
2,C0533,3486
3,C4592,1921
1,C2317,5858
2,C1786,3302
3,C2954,6748
1,C4616,5849
2,C3687,1839
3,C2916,2625
1,C0178,6836
2,C2363,4623
3,C3194,1426
1,C3065,6107
2,C4228,3004
3,C2379,4398
1,C1718,5021
2,C3260,8247
3,C3795,528
1,C3443,1617
2,C2663,5585
3,C1930,5206
1,C4051,8151
2,C3048,3835
3,C1904,4761
1,C1791,250
2,C4301,4875
3,C4180,8663
1,C0348,5505
2,C4842,8698
3,C0945,2426
1,C2303,4001
2,C2971,8618
3,C0918,6987
1,C2072,1713
2,C1333,7327
3,C2926,6453
1,C0566,6240
2,C3596,9289
3,C2696,3556
1,C1669,4841
2,C3334,3195
3,C2712,1295
1,C4639,5037
2,C3997,1950
3,C4803,9962
1,C0560,487
2,C0254,8830
3,C4298,7738
1,C4215,7907
2,C0952,9569
3,C4409,1410
1,C2358,1483
2,C4340,1509
3,C0344,2023
1,C0125,6731
2,C0082,5192
3,C1318,2768
1,C0065,8067
2,C0322,7550
3,C1229,351
1,C0941,6627
2,C1772,2747
3,C1637,5919
1,C3841,4204
2,C3678,3960
3,C0257,4934
1,C2611,4309
2,C0507,3637
3,C1624,4504
1,C0497,8438
2,C3690,2794
3,C4207,9823
1,C0789,2291
2,C1321,7019
3,C4951,6082
1,C4792,2473
2,C3710,3256
3,C3071,1665
1,C1105,1834
2,C2541,536
3,C4047,7711
1,C1934,8253
2,C3110,3176
3,C4894,3161
1,C2752,343
2,C4690,2754
3,C4888,4709
1,C3979,4423
2,C2349,6899
3,C2923,5418
1,C0884,6956
2,C1519,4130
3,C1771,1432
1,C3338,4071
2,C3034,9996
3,C2947,3969
1,C4455,1267
2,C4809,2788
3,C2206,9779
1,C2952,4854
2,C4265,7544
3,C0749,8860
1,C1436,4934
2,C1194,248
3,C0436,596
1,C4261,8980
2,C4033,5376
3,C3697,5112
1,C0997,2511
2,C1348,1498
3,C0890,5118
1,C2445,3049
2,C1544,7138
3,C4536,5376
1,C1779,3072
2,C1742,2692
3,C2250,4216
1,C3639,9697
2,C4329,8658
